Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,HomeStreak,Orig. Scheduled,HomeGame,Index,year
125,202308200,boxscore,WSN,PHI,W,4,3,,57-68,5, 24.0,Williams,Wheeler,Finnegan,2:26,N,"2,473",.03,+,,True,1865,2023
123,202308200,boxscore,ATL,SFG,L,3,4,,80-43,1,up13.5,Doval,Yates,,3:11,D,"40,291",.07,-,,True,1866,2023
125,202308210,boxscore,PHI,SFG,W,10,4,,68-57,2, 12.5,Nola,Manaea,,2:44,N,"36,274",1.05,+,,True,1867,2023
125,202308210,boxscore,DET,CHC,L,6,7,,57-68,3, 8.0,Palencia,Brieske,Leiter,2:52,N,"20,560",.24,-,,True,1868,2023
125,202308210,boxscore,CHW,SEA,L,2,14,,49-76,4, 16.0,Castillo,Toussaint,,2:45,N,"15,275",.00,-,,True,1869,2023
125,202308210,boxscore,OAK,KCR,W-wo,6,4,,35-90,5, 37.0,May,Coleman,,2:41,N,"3,095",.00,+,,True,1870,2023
124,202308210,boxscore,ATL,NYM,L,4,10,,80-44,1,up12.5,Bickford,Winans,,3:02,N,"33,216",.08,--,,True,1871,2023
125,202308210,boxscore,PIT,STL,W,11,1,,56-69,4, 12.0,Falter,Rom,,2:43,N,"12,270",.02,+,,True,1872,2023
126,202308210,boxscore,SDP,MIA,W,6,2,,60-66,4, 17.5,Wacha,Weathers,,2:33,N,"32,192",.20,+,,True,1873,2023
126,202308210,boxscore,ARI,TEX,W-wo,4,3,11,65-61,3, 12.5,Ginkel,Smith,,2:53,N,"21,829",1.04,+++,,True,1874,2023
126,202308210,boxscore,HOU,BOS,W,9,4,,71-55,2, 1.5,Javier,Paxton,,3:12,N,"31,590",2.06,+,,True,1875,2023
125,202308220,boxscore,NYY,WSN,L,1,2,,60-65,5, 17.0,Thompson,Kahnle,Finnegan,2:30,N,"38,105",.04,---------,,True,1876,2023
126,202308220,boxscore,MIL,MIN,W,7,3,,69-57,1,up 3.5,Wilson,Floro,,2:33,N,"38,688",.82,++++,,True,1877,2023
127,202308220,boxscore,HOU,BOS,W,7,3,,72-55,2, 0.5,Verlander,Houck,,2:53,N,"33,042",2.07,++,,True,1878,2023
126,202308220,boxscore,PHI,SFG,W-wo,4,3,,69-57,2, 12.5,Kimbrel,Doval,,2:54,N,"40,420",.93,++,,True,1879,2023
126,202308220,boxscore,OAK,KCR,W,5,4,,36-90,5, 36.0,Harris,Zerpa,May,2:37,N,"4,021",.00,++,,True,1880,2023
127,202308220,boxscore,TBR,COL,W,12,4,,76-51,2, 2.0,Kittredge,Suter,,2:46,N,"10,235",1.06,++,,True,1881,2023
127,202308220,boxscore,SDP,MIA,L,0,3,,60-67,4, 17.5,Luzardo,Snell,Robertson,2:31,N,"43,430",.22,-,,True,1882,2023
127,202308220,boxscore,ARI,TEX,W,6,3,,66-61,2, 11.5,Gallen,Gray,Sewald,2:50,N,"19,003",1.09,++++,,True,1883,2023
126,202308220,boxscore,CHW,SEA,L,3,6,,49-77,4, 16.0,Topa,Clevinger,Muñoz,3:06,N,"16,070",.00,--,,True,1884,2023
126,202308220,boxscore,CLE,LAD,W,8,3,,60-66,2, 5.0,Hentges,Miller,,2:30,N,"22,173",.40,+,,True,1885,2023
125,202308220,boxscore,ATL,NYM,W,3,2,,81-44,1,up12.5,Elder,Megill,Iglesias,2:52,N,"36,841",.12,+,,True,1886,2023
125,202308220,boxscore,BAL,TOR,L,3,6,10,77-48,1,up 2.0,Mayza,Baumann,Romano,3:06,N,"20,612",.92,-,,True,1887,2023
126,202308220,boxscore,DET,CHC,W,8,6,,58-68,3, 7.0,Holton,Smyly,Lange,2:50,N,"21,211",.19,+,,True,1888,2023
126,202308220,boxscore,PIT,STL,W,6,3,,57-69,4, 12.0,Oviedo,Wainwright,Bednar,2:34,N,"11,823",.03,++,,True,1889,2023
126,202308220,boxscore,LAA,CIN,L,3,4,,61-65,4, 11.0,Ashcraft,Giolito,Díaz,2:30,N,"26,583",.05,--,,True,1890,2023
127,202308230,boxscore,CLE,LAD,L,1,6,,60-67,2, 5.0,Varland,Curry,,2:56,D,,,-,,True,1891,2023
126,202308230,boxscore,ATL,NYM,W,7,0,,82-44,1,up13.5,Morton,Quintana,,2:35,N,"35,674",.08,++,,True,1892,2023
127,202308230,boxscore,PHI,SFG,L,6,8,10,69-58,2, 13.5,Junis,Kimbrel,Walker,3:38,D,"33,035",.89,-,,True,1893,2023
126,202308230,boxscore,BAL,TOR,W,7,0,,78-48,1,up 2.0,Kremer,Gausman,,2:45,N,"19,132",1.09,+,,True,1894,2023
128,202308230,boxscore,HOU,BOS,L,5,7,10,72-56,2, 1.0,Pivetta,Graveman,Winckowski,3:37,N,"37,144",2.06,-,,True,1895,2023
128,202308230,boxscore,TBR,COL,W-wo,6,5,10,77-51,2, 2.0,Fairbanks,Suter,,2:47,N,"12,001",1.16,+++,,True,1896,2023
127,202308230,boxscore,PIT,STL,L,4,6,,57-70,4, 13.0,Thompson,Ortiz,Romero,3:06,D,"11,504",.03,-,,True,1897,2023
127,202308230,boxscore,OAK,KCR,L,0,4,,36-91,5, 36.5,Ragans,Martinez,Hernández,2:43,D,"5,075",.00,-,,True,1898,2023
127,202308230,boxscore,CHW,SEA,W-wo,5,4,10,50-77,4, 15.0,Peralta,Topa,,3:14,D,"15,759",.00,+,,True,1899,2023
126,202308230,boxscore,NYY,WSN,W,9,1,,61-65,5, 17.0,Severino,Gore,,2:42,N,"37,266",.02,+,,True,1900,2023
127,202308230,boxscore,MIL,MIN,W-wo,8,7,10,70-57,1,up 3.5,Peguero,Duran,,3:30,D,"38,164",.83,+++++,,True,1901,2023
127,202308230,boxscore,DET,CHC,L,4,6,,58-69,3, 7.0,Merryweather,Brieske,Alzolay,2:40,D,"21,965",.24,-,,True,1902,2023
128,202308230,boxscore,SDP,MIA,W,4,0,,61-67,4, 17.5,Lugo,Alcantara,,2:23,D,"33,640",.14,+,,True,1903,2023
127,202308231,boxscore,LAA,CIN,L,4,9,,61-66,4, 12.0,Farmer,Anderson,,3:08,D,"28,776",.03,---,,True,1904,2023
128,202308232,boxscore,LAA,CIN,L,3,7,,61-67,4, 12.0,Sims,Detmers,,3:09,N,"24,596",.01,----,,True,1905,2023
128,202308240,boxscore,CHW,OAK,L,5,8,,50-78,4, 16.0,Erceg,Lambert,May,2:41,N,"13,247",.00,-,,True,1906,2023
129,202308240,boxscore,TBR,COL,W,5,3,,78-51,2, 2.0,Adam,Koch,Fairbanks,2:40,D,"9,972",1.10,++++,,True,1907,2023
127,202308240,boxscore,BAL,TOR,W,5,3,,79-48,1,up 2.0,Gibson,Berríos,Bautista,2:12,N,"19,432",1.00,++,,True,1908,2023
128,202308240,boxscore,MIN,TEX,W,7,5,,66-62,1,up 6.0,Winder,Sborz,Jax,2:33,N,"23,333",.78,+,,True,1909,2023
128,202308240,boxscore,ARI,CIN,W,3,2,,67-61,2, 12.0,Castro,Young,Sewald,2:46,N,"18,827",1.34,+++++,,True,1910,2023
127,202308240,boxscore,NYY,WSN,L,5,6,,61-66,5, 18.0,Corbin,Kahnle,Finnegan,2:54,D,"39,681",.03,-,,True,1911,2023
129,202308240,boxscore,HOU,BOS,L,1,17,,72-57,2, 1.0,Bello,France,,3:11,D,"35,323",2.09,--,,True,1912,2023
128,202308240,boxscore,CLE,LAD,L,3,9,,60-68,2, 6.0,Yarbrough,Williams,,2:45,D,"23,533",.56,--,,True,1913,2023
128,202308240,boxscore,PIT,CHC,L,4,5,10,57-71,4, 13.5,Palencia,Hatch,Alzolay,2:44,N,"14,651",.01,--,,True,1914,2023
129,202308250,boxscore,ARI,CIN,W,10,8,,68-61,2, 12.0,Pfaadt,Greene,Ginkel,3:06,N,"29,500",1.36,++++++,,True,1915,2023
130,202308250,boxscore,TBR,NYY,L,2,6,,78-52,2, 3.0,Cole,Eflin,,2:27,N,"22,679",1.00,-,,True,1916,2023
129,202308250,boxscore,BOS,LAD,L,4,7,,68-61,4, 12.5,Lynn,Pivetta,Phillips,2:59,N,"35,653",.81,-,,True,1917,2023
128,202308250,boxscore,SEA,KCR,W,7,5,,72-56,1, Tied,Campbell,Singer,Muñoz,3:10,N,"45,175",1.83,+,,True,1918,2023
129,202308250,boxscore,PIT,CHC,W,2,1,,58-71,4, 13.5,Keller,Hendricks,Bednar,2:12,N,"24,379",.01,+,,True,1919,2023
129,202308250,boxscore,CHW,OAK,L,4,12,,50-79,4, 17.0,Neal,Cease,,2:48,N,"21,906",.00,--,,True,1920,2023
129,202308250,boxscore,TOR,CLE,L,2,5,,70-59,3, 10.5,Bibee,Bassitt,Clase,2:43,N,"40,755",1.08,---,,True,1921,2023
128,202308250,boxscore,DET,HOU,W-wo,4,1,,59-69,3, 7.5,Lange,Pressly,,2:42,N,"23,832",.23,+,,True,1922,2023
129,202308250,boxscore,MIA,WSN,L,4,7,,65-64,3, 19.0,Adon,Garrett,Harvey,2:50,N,"12,409",.95,--,,True,1923,2023
128,202308250,boxscore,MIL,SDP,W,7,3,,71-57,1,up 4.0,Woodruff,Darvish,,2:45,N,"33,089",.78,++++++,,True,1924,2023
128,202308250,boxscore,BAL,COL,W,5,4,,80-48,1,up 3.0,Fujinami,Suter,Coulombe,2:20,N,"28,872",.90,+++,,True,1925,2023
129,202308250,boxscore,MIN,TEX,W,12,2,,67-62,1,up 6.0,Gray,Dunning,,2:25,N,"25,144",.71,++,,True,1926,2023
128,202308250,boxscore,SFG,ATL,L,1,5,,66-62,3, 13.5,Strider,Webb,,2:15,N,"36,511",1.17,-,,True,1927,2023
128,202308250,boxscore,PHI,STL,W,7,2,,70-58,2, 13.5,Sánchez,Mikolas,,2:18,N,"34,118",.92,+,,True,1928,2023
129,202308250,boxscore,NYM,LAA,L,1,3,,59-70,5, 25.0,Sandoval,Senga,Estévez,3:06,N,"38,271",.08,---,,True,1929,2023
130,202308260,boxscore,MIN,TEX,L,2,6,,67-63,1,up 6.0,Burke,Jax,,2:42,N,"25,843",.75,-,,True,1930,2023
130,202308260,boxscore,CHW,OAK,W,6,2,,51-79,4, 16.0,Toussaint,Sears,,2:45,N,"21,508",.00,+,,True,1931,2023
130,202308260,boxscore,ARI,CIN,L,7,8,11,68-62,2, 12.0,Díaz,Crismatt,Sims,3:35,N,"34,028",1.43,-,,True,1932,2023
131,202308260,boxscore,TBR,NYY,W,3,0,,79-52,2, 3.0,Glasnow,Schmidt,Fairbanks,2:17,D,"22,943",.94,+,,True,1933,2023
129,202308260,boxscore,BAL,COL,W,5,4,,81-48,1,up 3.0,Bradish,Flexen,Cano,2:51,N,"42,535",.79,++++,,True,1934,2023
130,202308260,boxscore,NYM,LAA,L,3,5,,59-71,5, 26.0,Loup,Carrasco,Estévez,2:57,N,"35,890",.05,----,,True,1935,2023
129,202308260,boxscore,PHI,STL,W,12,1,,71-58,2, 13.5,Wheeler,Hudson,,2:41,N,"44,097",.77,++,,True,1936,2023
129,202308260,boxscore,SFG,ATL,L,3,7,,66-63,3, 13.5,Fried,Manaea,,2:41,D,"36,798",1.12,--,,True,1937,2023
130,202308260,boxscore,TOR,CLE,W,8,3,,71-59,3, 10.5,Ryu,Allen,,2:39,D,"41,924",1.09,+,,True,1938,2023
130,202308260,boxscore,PIT,CHC,L,6,10,,58-72,4, 14.5,Wicks,Bido,Alzolay,3:08,N,"34,782",.01,-,,True,1939,2023
130,202308260,boxscore,MIA,WSN,L,2,3,,65-65,3, 20.0,Weems,Robertson,Finnegan,2:29,D,"13,966",.83,---,,True,1940,2023
129,202308260,boxscore,SEA,KCR,W,15,2,,73-56,1, Tied,Gilbert,Lyles,,2:28,D,"41,744",1.87,++,,True,1941,2023
130,202308260,boxscore,BOS,LAD,W,8,5,,69-61,4, 12.5,Bernardino,Urías,Schreiber,2:59,D,"35,986",.80,+,,True,1942,2023
129,202308260,boxscore,MIL,SDP,W,5,4,,72-57,1,up 4.0,Peralta,Avila,Williams,2:31,N,"39,945",.63,+++++++,,True,1943,2023
129,202308260,boxscore,DET,HOU,L,2,9,,59-70,3, 7.5,Brown,Rodriguez,,3:01,N,"27,103",.21,-,,True,1944,2023
131,202308270,boxscore,MIN,TEX,W-wo,7,6,13,68-63,1,up 6.0,Floro,Hernández,,4:10,D,"24,431",.64,+,,True,1945,2023
131,202308270,boxscore,NYM,LAA,W-wo,3,2,,60-71,5, 25.0,Ottavino,López,,2:30,D,"38,341",.04,+,,True,1946,2023
130,202308270,boxscore,SFG,ATL,W,8,5,,67-63,3, 13.5,Alexander,Shuster,Doval,2:47,D,"31,047",1.02,+,,True,1947,2023
131,202308270,boxscore,TOR,CLE,L,7,10,11,71-60,3, 10.5,Clase,Jackson,,3:34,D,"41,978",1.12,-,,True,1948,2023
131,202308270,boxscore,PIT,CHC,L,1,10,,58-73,4, 15.5,Assad,Falter,,2:40,D,"19,154",.01,--,,True,1949,2023
130,202308270,boxscore,PHI,STL,W,3,0,,72-58,2, 12.5,Nola,Rom,Kimbrel,2:42,D,"41,141",.64,+++,,True,1950,2023
132,202308270,boxscore,TBR,NYY,W,7,4,,80-52,2, 2.0,Littell,Hamilton,Adam,2:45,D,"22,624",.91,++,,True,1951,2023
130,202308270,boxscore,SEA,KCR,W,3,2,,74-56,1,up 1.0,Castillo,Marsh,Muñoz,2:17,D,"38,829",1.82,+++,,True,1952,2023
131,202308270,boxscore,MIA,WSN,W,2,1,,66-65,3, 19.0,Hoeing,Williams,Scott,2:14,D,"17,216",.72,+,,True,1953,2023
130,202308270,boxscore,DET,HOU,L,4,17,,59-71,3, 8.5,Verlander,Faedo,,3:10,D,"28,496",.20,--,,True,1954,2023
131,202308270,boxscore,CHW,OAK,W,6,1,,52-79,4, 16.0,Clevinger,Blackburn,,2:36,D,"20,236",.00,++,,True,1955,2023
131,202308270,boxscore,BOS,LAD,L,4,7,,69-62,4, 12.5,Stone,Houck,Phillips,2:40,D,"33,954",.81,-,,True,1956,2023
130,202308270,boxscore,MIL,SDP,W,10,6,,73-57,1,up 4.0,Wilson,Wilson,,3:07,D,"36,528",.61,++++++++,,True,1957,2023
130,202308270,boxscore,BAL,COL,L,3,4,,81-49,1,up 2.0,Lawrence,Cano,,2:24,D,"30,773",.81,-,,True,1958,2023
131,202308270,boxscore,ARI,CIN,W,5,2,,69-62,2, 12.0,McGough,Gibaut,Thompson,2:36,D,"26,574",1.43,+,,True,1959,2023
131,202308280,boxscore,SFG,CIN,W,4,1,,68-63,3, 13.5,Harrison,Abbott,Doval,2:25,N,"24,581",1.28,++,,True,1960,2023
132,202308280,boxscore,TOR,WSN,W,6,3,,72-60,3, 10.5,Gausman,Gray,Hicks,2:51,N,"27,940",1.08,+,,True,1961,2023
132,202308280,boxscore,STL,SDP,L,1,4,,56-76,5, 18.5,Snell,Wainwright,Hader,2:45,N,"35,917",.00,----,,True,1962,2023
131,202308280,boxscore,PHI,LAA,W,6,4,,73-58,2, 12.5,Walker,Giolito,Kimbrel,2:37,N,"38,142",.58,++++,,True,1963,2023
132,202308280,boxscore,NYM,TEX,L,3,4,,60-72,5, 26.0,Pérez,Gott,Leclerc,2:42,N,"21,696",.03,-,,True,1964,2023
131,202308280,boxscore,COL,ATL,L,4,14,,49-82,5, 32.5,Elder,Kauffmann,,2:54,N,"27,024",.00,-,,True,1965,2023
132,202308280,boxscore,MIN,CLE,W,10,6,,69-63,1,up 7.0,Funderburk,Curry,Winder,2:36,N,"20,323",.95,++,,True,1966,2023
131,202308280,boxscore,SEA,OAK,W,7,0,,75-56,1,up 1.0,Woo,Muller,,2:29,N,"37,434",1.78,++++,,True,1967,2023
131,202308280,boxscore,CHC,MIL,L,2,6,,69-62,2, 5.0,Miley,Taillon,,2:18,N,"35,097",1.23,-,,True,1968,2023
130,202308280,boxscore,LAD,ARI,W,7,4,,81-49,1,up13.0,Miller,Gallen,Ferguson,2:24,N,"36,521",.27,++,,True,1969,2023
131,202308280,boxscore,BAL,CHW,W,9,0,,82-49,1,up 2.5,Rodriguez,Kopech,,2:43,N,"12,325",.97,+,,True,1970,2023
131,202308280,boxscore,DET,NYY,L,1,4,,59-72,3, 9.5,Severino,Olson,,2:35,N,"16,772",.12,---,,True,1971,2023
133,202308280,boxscore,KCR,PIT,L,0,5,,41-92,5, 28.5,Oviedo,Greinke,,2:16,N,"11,610",.00,----,,True,1972,2023
132,202308280,boxscore,BOS,HOU,L,5,13,,69-63,4, 13.5,Graveman,Barraclough,Urquidy,3:21,N,"33,771",.88,--,,True,1973,2023
132,202308290,boxscore,PHI,LAA,W,12,7,,74-58,2, 12.5,Lorenzen,Anderson,,2:35,N,"36,096",.45,+++++,,True,1974,2023
132,202308290,boxscore,BAL,CHW,W,9,3,,83-49,1,up 2.5,Coulombe,Bummer,,3:05,N,"14,903",.87,++,,True,1975,2023
132,202308290,boxscore,CHC,MIL,W,1,0,,70-62,2, 4.0,Steele,Burnes,Alzolay,2:30,N,"33,294",1.23,+,,True,1976,2023
132,202308290,boxscore,SFG,CIN,W,6,1,,69-63,2, 13.5,Cobb,Williamson,,2:15,N,"26,078",1.40,+++,,True,1977,2023
133,202308290,boxscore,TOR,WSN,L,4,5,,72-61,3, 11.5,Gore,Berríos,Finnegan,2:55,N,"39,722",1.10,-,,True,1978,2023
133,202308290,boxscore,BOS,HOU,L,2,6,,69-64,4, 14.5,France,Bello,,2:57,N,"30,267",.59,---,,True,1979,2023
133,202308290,boxscore,NYM,TEX,L,1,2,,60-73,5, 27.0,Stratton,Smith,Chapman,2:25,N,"29,353",.02,--,,True,1980,2023
133,202308290,boxscore,STL,SDP,W-wo,6,5,10,57-76,5, 17.5,Romero,Hader,,2:51,N,"36,851",.00,+,,True,1981,2023
132,202308290,boxscore,COL,ATL,L,1,3,,49-83,5, 33.5,Morton,Lambert,Iglesias,2:36,N,"25,244",.00,--,,True,1982,2023
133,202308290,boxscore,MIN,CLE,L,2,4,,69-64,1,up 6.0,Gaddis,López,Clase,2:46,N,"23,433",.72,-,,True,1983,2023
132,202308290,boxscore,MIA,TBR,L,2,11,,66-66,3, 20.5,Civale,Alcantara,,3:12,N,"10,338",.79,-,,True,1984,2023
132,202308290,boxscore,DET,NYY,L,2,4,,59-73,3, 9.5,Brito,Skubal,,2:21,N,"17,236",.06,----,,True,1985,2023
134,202308290,boxscore,KCR,PIT,L,3,6,,41-93,5, 28.5,Ortiz,Hernández,,2:40,N,"11,233",.00,-----,,True,1986,2023
131,202308290,boxscore,LAD,ARI,W,9,1,,82-49,1,up13.5,Kershaw,Kelly,,2:30,N,"42,323",.23,+++,,True,1987,2023
132,202308290,boxscore,SEA,OAK,L,1,3,,75-57,1, Tied,Newcomb,Weaver,May,2:48,N,"44,280",1.78,-,,True,1988,2023
134,202308300,boxscore,BOS,HOU,L,4,7,,69-65,4, 14.5,Valdez,Crawford,Pressly,3:06,D,"31,045",.44,----,,True,1989,2023
133,202308300,boxscore,CHC,MIL,W,3,2,,71-62,2, 3.0,Alzolay,Payamps,,2:31,D,"31,769",1.20,++,,True,1990,2023
132,202308300,boxscore,LAD,ARI,W,7,0,,83-49,1,up14.5,Pepiot,Pfaadt,Yarbrough,2:42,N,"50,953",.18,++++,,True,1991,2023
134,202308300,boxscore,TOR,WSN,W,7,0,,73-61,3, 10.5,Bassitt,Corbin,,2:23,D,"39,303",1.00,+,,True,1992,2023
134,202308300,boxscore,NYM,TEX,W-wo,6,5,10,61-73,5, 27.0,Brigham,Chapman,,3:17,N,"23,849",.02,+,,True,1993,2023
133,202308300,boxscore,BAL,CHW,L,5,10,,83-50,1,up 1.5,Cease,Gibson,,3:09,D,"17,723",.90,-,,True,1994,2023
133,202308300,boxscore,PHI,LAA,L,8,10,,74-59,2, 13.5,Moore,Kimbrel,Estévez,3:03,D,"34,655",.40,-,,True,1995,2023
134,202308300,boxscore,STL,SDP,W-wo,5,4,,58-76,5, 16.5,Pallante,Hader,,2:38,D,"32,583",.00,++,,True,1996,2023
135,202308300,boxscore,KCR,PIT,L,1,4,,41-94,5, 28.5,Jackson,Zerpa,Bednar,2:25,N,"10,592",.00,------,,True,1997,2023
133,202308300,boxscore,SFG,CIN,L,1,4,,69-64,2, 14.5,Greene,Webb,Díaz,2:32,D,"25,140",1.39,-,,True,1998,2023
134,202308300,boxscore,MIN,CLE,L,2,5,10,69-65,1,up 5.0,Stephan,Pagán,Clase,3:10,D,"20,169",.99,--,,True,1999,2023
133,202308300,boxscore,MIA,TBR,L,0,3,10,66-67,3, 21.5,Armstrong,Robertson,Fairbanks,2:32,N,"9,803",.63,--,,True,2000,2023
133,202308300,boxscore,DET,NYY,L,2,6,,59-74,3, 9.5,Cole,White,Hamilton,2:37,N,"15,731",.06,-----,,True,2001,2023
133,202308300,boxscore,COL,ATL,L,3,7,,49-84,5, 34.5,Vines,Freeland,,2:35,N,"27,425",.00,---,,True,2002,2023
133,202308300,boxscore,SEA,OAK,W,5,4,,76-57,1, Tied,Topa,Snead,Muñoz,2:26,D,"29,247",1.73,+,,True,2003,2023
134,202308310,boxscore,DET,NYY,W-wo,4,3,10,60-74,3, 9.0,Brieske,Loáisiga,,2:48,D,"19,630",.04,+,,True,2004,2023
135,202308310,boxscore,WSN,MIA,L,1,6,,62-73,4, 27.0,Garrett,Adon,,2:21,N,"17,428",.03,--,,True,2005,2023
133,202308310,boxscore,LAD,ATL,L,7,8,,83-50,1,up13.5,Strider,Lynn,Iglesias,2:52,N,"47,623",.14,-,,True,2006,2023
135,202308310,boxscore,SDP,SFG,L,2,7,,62-73,4, 22.0,Manaea,Avila,,2:51,N,"36,639",.03,---,,True,2007,2023
135,202309010,boxscore,STL,PIT,L,2,4,10,58-77,5, 17.5,Selby,Romero,Bednar,2:42,N,"33,842",.00,-,,True,2008,2023
134,202309010,boxscore,TEX,MIN,L,1,5,,75-59,3, 1.0,Ryan,Burke,,2:18,N,"26,940",1.75,--,,True,2009,2023
135,202309010,boxscore,OAK,LAA,W,9,2,,40-95,5, 36.5,Sears,Sandoval,,2:51,N,"12,073",.00,+,,True,2010,2023
135,202309010,boxscore,NYM,SEA,W,2,1,,62-73,4, 27.5,Bickford,Muñoz,Smith,2:38,N,"33,340",.02,++,,True,2011,2023
136,202309010,boxscore,KCR,BOS,W,13,2,,42-94,5, 28.5,Lyles,Paxton,,2:40,N,"15,470",.00,+,,True,2012,2023
134,202309010,boxscore,LAD,ATL,L,3,6,,83-51,1,up13.5,Fried,Urías,Yates,2:53,N,"52,436",.15,--,,True,2013,2023
135,202309010,boxscore,CHW,DET,L,2,4,,53-82,4, 17.0,Rodriguez,Toussaint,Lange,2:43,N,"15,105",.00,-,,True,2014,2023
135,202309010,boxscore,ARI,BAL,W,4,2,,70-65,2, 13.5,Davies,Irvin,Sewald,2:40,N,"18,248",1.05,+,,True,2015,2023
136,202309010,boxscore,HOU,NYY,L,2,6,,77-59,1, Tied,Rodón,Verlander,,2:31,N,"41,066",1.79,-,,True,2016,2023
136,202309010,boxscore,WSN,MIA,L,5,8,11,62-74,5, 28.0,Scott,Garcia,,3:18,N,"27,930",.01,---,,True,2017,2023
136,202309010,boxscore,SDP,SFG,W,7,3,,63-73,4, 21.0,Wacha,Beck,,2:50,N,"40,326",.02,+,,True,2018,2023
134,202309010,boxscore,MIL,PHI,W,7,5,,75-59,1,up 3.5,Williams,Alvarado,,2:34,N,"32,519",.52,+,,True,2019,2023
134,202309010,boxscore,COL,TOR,L,9,13,,49-85,5, 34.0,Hicks,Bird,,3:10,N,"27,397",.00,----,,True,2020,2023
135,202309010,boxscore,CLE,TBR,W,3,2,,65-70,2, 5.0,Morgan,Glasnow,Clase,2:17,N,"25,685",.61,+++,,True,2021,2023
136,202309011,boxscore,CIN,CHC,L,2,6,,69-67,3, 6.5,Wicks,Ashcraft,Thompson,2:45,D,"21,480",1.34,-,,True,2022,2023
137,202309012,boxscore,CIN,CHC,W-wo,3,2,,70-67,3, 6.5,Díaz,Alzolay,,2:52,N,"27,465",1.20,+,,True,2023,2023
138,202309020,boxscore,CIN,CHC,W-wo,2,1,,71-67,3, 6.5,Moll,Leiter,,2:41,N,"38,246",1.38,++,,True,2024,2023
135,202309020,boxscore,LAD,ATL,L,2,4,10,83-52,1,up13.5,Tonkin,Vesia,Iglesias,2:43,N,"51,470",.17,---,,True,2025,2023
137,202309020,boxscore,KCR,BOS,L,5,9,,42-95,5, 29.5,Houck,Marsh,Pivetta,2:56,N,"20,527",.00,-,,True,2026,2023
135,202309020,boxscore,MIL,PHI,W,7,5,,76-59,1,up 4.5,Chafin,Nola,Williams,3:01,N,"35,253",.50,++,,True,2027,2023
137,202309020,boxscore,HOU,NYY,L,4,5,,77-60,2, 1.0,Brito,Brown,Holmes,3:02,N,"41,427",1.96,--,,True,2028,2023
136,202309020,boxscore,OAK,LAA,W,2,1,,41-95,5, 36.5,Blackburn,Canning,May,2:31,D,"13,709",.00,++,,True,2029,2023
136,202309020,boxscore,NYM,SEA,L,7,8,,62-74,4, 28.5,Topa,Ottavino,,3:10,N,"31,480",.03,-,,True,2030,2023
137,202309020,boxscore,SDP,SFG,W,6,1,,64-73,4, 20.0,Snell,Harrison,,2:27,N,"41,983",.02,++,,True,2031,2023
136,202309020,boxscore,CLE,TBR,W-wo,7,6,11,66-70,2, 5.0,Hentges,Devenski,,3:18,N,"27,788",.59,++++,,True,2032,2023
137,202309020,boxscore,WSN,MIA,L,5,11,,62-75,5, 29.0,Cueto,Williams,,2:37,D,"30,389",.01,----,,True,2033,2023
135,202309020,boxscore,TEX,MIN,L,7,9,10,75-60,3, 2.0,Headrick,Chapman,Duran,3:23,N,"36,555",1.80,---,,True,2034,2023
136,202309020,boxscore,CHW,DET,L,0,10,,53-83,4, 18.0,Olson,Clevinger,,2:22,N,"21,186",.00,--,,True,2035,2023
135,202309020,boxscore,COL,TOR,W,8,7,,50-85,5, 33.0,Blach,Kikuchi,Kinley,3:05,N,"40,445",.00,+,,True,2036,2023
136,202309020,boxscore,ARI,BAL,L,3,7,,70-66,2, 13.5,Bradish,Cecconi,,2:49,N,"34,118",1.14,-,,True,2037,2023
136,202309020,boxscore,STL,PIT,L,6,7,,58-78,5, 18.5,Bolton,VerHagen,Bednar,2:56,N,"38,276",.00,--,,True,2038,2023
136,202309030,boxscore,COL,TOR,L,5,7,,50-86,5, 34.0,Green,Lawrence,Romano,3:13,D,"32,283",.00,-,,True,2039,2023
136,202309030,boxscore,LAD,ATL,W,3,1,,84-52,1,up14.5,Miller,Morton,Graterol,2:33,D,"47,499",.21,+,,True,2040,2023
138,202309030,boxscore,SDP,SFG,W,4,0,,65-73,4, 20.0,Lugo,Cobb,,2:34,D,"41,050",.03,+++,,True,2041,2023
137,202309030,boxscore,NYM,SEA,W,6,3,,63-74,4, 27.5,Megill,Kirby,Ottavino,2:50,D,"27,764",.02,+,,True,2042,2023
137,202309030,boxscore,OAK,LAA,W,10,6,,42-95,5, 35.5,Pérez,Soriano,May,3:09,D,"12,425",.00,+++,,True,2043,2023
137,202309030,boxscore,CHW,DET,L,2,3,,53-84,4, 18.0,Skubal,Bummer,Lange,2:51,D,"22,246",.00,---,,True,2044,2023
136,202309030,boxscore,TEX,MIN,W-wo,6,5,,76-60,2, 1.0,Bradford,Winder,,3:06,D,"35,531",1.84,+,,True,2045,2023
138,202309030,boxscore,WSN,MIA,L,4,6,,62-76,5, 29.0,Alcantara,Finnegan,Scott,2:53,D,"26,196",.00,-----,,True,2046,2023
137,202309030,boxscore,STL,PIT,W,6,4,,59-78,5, 17.5,Thompson,Oviedo,Gallegos,2:51,D,"35,856",.00,+,,True,2047,2023
137,202309030,boxscore,ARI,BAL,L,5,8,,70-67,2, 14.5,Coulombe,Gallen,,3:06,D,"24,284",1.08,--,,True,2048,2023
